ticker,vv-ratio
HUM,-0.8831612454357475
HBAN,0.025615723079967713
HII,0.3126903520278169
IBM,-0.19119354480534134
IEX,-4.847897363141338
IDXX,-0.8691604643398798
INFO,0.19381877294880276
ITW,0.25988144024199133
ILMN,-1.8807007242308162
INCY,13.050053726744144
IR,-0.0739226021201152
INTC,-0.17488468750439262
ICE,-0.1365390180480825
IFF,-0.021134547846824225
IP,0.3482241613826797
IPG,0.10966141058250427
INTU,0.2428956523462401
ISRG,-4.881857910252051
IVZ,-0.11182742420894055
IPGP,-1.515057497735265
IQV,4.827025865516383
IRM,-0.25113365818312616
JBHT,0.411135081439408
JKHY,0.5060950505287879
J,-1.5909350876354327
SJM,0.40910257125455407
JNJ,-0.07173821984066545
JCI,0.029416543393671765
JPM,0.05287559704611794
JNPR,-0.1356240453326772
KSU,0.6697317995985355
K,0.22694584046044491
KEY,0.10678650221014453
KEYS,0.03050335006786059
KMB,-0.055909108709369715
KIM,-0.027643587952508458
KMI,-0.699306226616949
KLAC,1.3272788625665977
KHC,-0.11530569162665277
KR,-1.8396348863061316
LHX,0.9386717252491417
LH,0.5379010620325957
LRCX,3.388482579390593
LW,-1.0637713109649563
LVS,0.03556732723356195
LEG,-0.23572012353989646
LDOS,1.4631436820981594
LEN,-1.728363066607021
LNC,-0.2693745993857993
LIN,0.6091735852835733
LYV,0.17066965329976772
LKQ,0.4177512475091554
LMT,0.8306426630179496
L,-0.8057127732908829
LOW,-0.9831298112428726
LUMN,-0.03964043353611382
LYB,-1.3058129615306884
MTB,4.030716160735136
MRO,0.13095169815427846
MPC,-7.104628040192035
MKTX,-0.41535499975485946
MAR,-6.406711160771889
MMC,0.40255229266030157
MLM,-1.4469106477611013
MAS,-0.13454549328234885
MA,-1.1694800393066116
MTCH,-0.6349841729235163
MKC,-0.3066260976478304
MCD,-0.08383992144185605
MCK,0.7661804486922784
MDT,-0.2045364341729317
MRK,-0.49795343053392904
MET,-2.2665753149583945
MTD,3.037298705264564
MGM,-0.3241671667328358
MCHP,-0.27258944179487016
MU,-2.5261215728262405
MSFT,-0.5168662533283395
MAA,-0.22039356289944015
MRNA,51.642682551934755
MHK,0.7123798901520035
TAP,-0.06358605053858551
MDLZ,-0.13310793482228764
MPWR,-2.0277237754058333
MNST,-0.5807037985755406
MCO,8.022104549438591
MS,-0.35561302942100537
MSI,-0.17164583290504448
MSCI,-0.6960515914363661
NDAQ,-0.3102304938876418
NTAP,-0.23626904283612674
NFLX,-2.6645295285102413
NWL,0.17992999231258566
NEM,-0.49186707002743923
NWSA,-0.10530427849345306
NWS,-0.08327282171691106
NEE,-0.5028298215478232
NLSN,-0.03726214450399286
NKE,-0.0678003643546736
NI,0.04497552219428596
NSC,-1.373945369274044
NTRS,-4.147065262468641
NOC,-4.47207846963003
NLOK,0.0021674915024464773
NCLH,-0.15088972221673766
NRG,-0.4045200213742954
NUE,-0.51028624218585
NVDA,-0.7095590676360823
NVR,-4.905713434480225
NXPI,1.6677929134378415
ORLY,-15.892718145692026
OXY,1.1315809810735726
ODFL,-0.9172796038174797
OMC,-0.31936111835218384
OKE,0.07005093416860535
ORCL,-0.6171759030085253
OGN,-0.24270616164990141
OTIS,0.20586289529624352
PCAR,-0.1554906559222949
PKG,1.092298198225147
PH,-5.147802073154379
PAYX,-0.12215614897772172
PAYC,-2.0696937984804546
PYPL,-1.12889937860278
PENN,4.895154414140747
PNR,-3.6273365079878057
PBCT,-0.4441301087527211
PEP,1.527562313790149
PKI,-0.05626221140833568
PFE,0.07925716550999241
PM,0.15416774793452742
PSX,-0.45981810580949134
PNW,-0.14192052587930315
PXD,0.7167495531091657
PNC,0.15537268227156636
POOL,0.39289077350943846
PPG,-0.47540548134858973
PPL,-0.001146003805744731
PFG,60.672115212663655
PG,-1.8440573623661847
PGR,0.3545154492216922
PLD,0.08496124144243339
PRU,-0.38051609191815916
PTC,-1.6132997435333216
PEG,0.2326713884589795
PSA,0.49541535936657355
PHM,5.121675649090782
PVH,14.697420960477402
QRVO,-2.952793168169226
QCOM,-0.5643020155740656
PWR,0.14636497481584743
DGX,-0.11677383072226599
RL,1.6577241351230265
RJF,-0.4267645554819815
RTX,0.3679131657402934
O,-0.12376926129559086
REG,-0.02052819681216262
REGN,10.541095774989447
RF,0.13246281621847786
RSG,1.3048417501183662
RMD,-2.2092431488671127
RHI,0.5334292464772362
ROK,-0.4531023658881209
ROL,-0.09044309698495907
ROP,-0.4195033748995526
ROST,-4.395787176686007
RCL,-2.0307979806655325
SPGI,-1.0625062141059525
CRM,-0.31767622049669714
SBAC,1.4349322833092661
SLB,0.18029521708676866
STX,-0.9634578387954773
SEE,0.9350242788750613
SRE,1.3766171415359274
NOW,0.22761500508808902
SHW,-0.9527868162138591
SPG,-0.24129161281039835
SWKS,-1.3428873692074745
SNA,-0.7653959470828194
SO,0.14570952297125966
LUV,-0.03132518585367216
SWK,-1.7147813843207467
SBUX,4.398181599118232
STT,-0.5894270901021822
STE,-2.1719574101512147
SYK,0.4846736338975901
SIVB,58.619314631847246
SYF,-0.7584813395288436
SNPS,3.0905643112654504
SYY,0.3745653749348457
TMUS,-0.828550104820214
TROW,-0.49517002044993536
TTWO,-1.043537921241788
TPR,-0.23728818270686353
TGT,0.4513466626337971
TEL,-1.4797103148864623
TDY,-7240.013449678563
TFX,37.285224318264795
TER,0.45772610970409006
TSLA,3.915796255773178
TXN,-0.18137316500301048
TXT,0.11485156101164493
COO,1.1478587018156923
HIG,-3.512468709611104
HSY,0.45580232560015255
MOS,0.805401904116602
TRV,-0.5295211103384769
DIS,-0.7251064726087666
TMO,3.3165445972862555
TJX,0.2201204818970306
TSCO,-1.2490893039828885
TT,0.27474095563975776
TDG,-1.4407895302707563
TRMB,-0.15271438868741272
TFC,0.21978466265711352
TWTR,-1.096738028305531
TYL,-0.6093834311962534
TSN,-2.8503322396797746
USB,-0.3548880447038389
UDR,0.0006335536370338582
ULTA,2.583946122490329
UAA,-0.08641904518557841
UA,-0.08184950455979265
UNP,-7.5651771890642685
UAL,-0.3548653037759414
UPS,-0.3852164105245317
URI,0.864925609979698
UNH,0.034097240280219154
UHS,-1.260519085453979
VLO,-29.35803890484643
VTR,-0.6959517460042806
VRSN,0.4933487894057761
VRSK,0.028910322101412422
VZ,-0.20102827905027604
VRTX,-0.8568735279099424
VFC,-0.13292793769395098
VIAC,-0.7408957231541733
VTRS,0.01677601451968077
V,-0.4060724382717261
VNO,-0.3151702905569331
VMC,-0.45852238393448297
WRB,0.005560807227744713
GWW,0.01803835264702619
WAB,0.07916189119876266
WBA,-0.28471753838755154
WMT,-0.12497844863782827
WM,15.245544814147452
WAT,0.3250601208060511
WEC,-0.2819223913055934
WFC,-0.17910062506886085
WELL,-0.307675214105457
WST,0.1301832617168006
WDC,-1.3006598781139644
WU,-0.019152238722689358
WRK,-2.634810414920049
WY,0.034315396953063196
WHR,0.5694718206597565
WMB,0.6533703600133907
WLTW,-0.6809652555829279
WYNN,-4.113435805948951
XEL,-0.513459014818913
XLNX,-0.5402276131667676
XYL,-0.30449716654698106
YUM,-0.27543812572871007
ZBRA,-0.40699321236120384
ZBH,0.015060748809152924
ZION,-0.3610092104963256
ZTS,-1.9180948109284008
